,Current_Speed_(knots),Height (cm),Height (ft),Moon Illuminated,Current speed category
8780,,221.0,7.25,0.1,
8781,0.0,,,0.1,No Current
8782,,218.0,7.15,0.1,
8783,1.1,,,0.1,Strong Current
8784,,211.0,6.93,0.1,
8785,0.0,,,0.1,No Current
8786,0.2,,,0.1,Weak Current
8787,0.0,,,0.1,No Current
8788,2.3,,,0.1,Strong Current
8789,,57.0,1.86,0.1,
8790,0.0,,,0.1,No Current
8791,1.4,,,0.04,Strong Current
8792,,226.0,7.41,0.04,
8793,0.0,,,0.04,No Current
8794,,206.0,6.77,0.04,
8795,1.1,,,0.04,Strong Current
8796,0.0,,,0.04,No Current
8797,,214.0,7.01,0.04,
8798,0.4,,,0.04,Weak Current
8799,0.0,,,0.04,No Current
8800,2.2,,,0.04,Strong Current
8801,,66.0,2.17,0.04,
8802,0.0,,,0.04,No Current
8803,1.3,,,0.01,Strong Current
8804,,228.0,7.49,0.01,
8805,0.0,,,0.01,No Current
8806,,188.0,6.17,0.01,
8807,1.1,,,0.01,Strong Current
8808,0.0,,,0.01,No Current
8809,,214.0,7.01,0.01,
8810,0.6,,,0.01,Weak Current
8811,0.0,,,0.01,No Current
8812,2.1,,,0.01,Strong Current
8813,,65.0,2.14,0.01,
8814,0.0,,,0.01,No Current
8815,1.2,,,0.0,Strong Current
8816,,230.0,7.54,0.0,
8817,0.0,,,0.0,No Current
8818,,164.0,5.37,0.0,
8819,1.3,,,0.0,Strong Current
8820,0.0,,,0.0,No Current
8821,0.7,,,0.0,Weak Current
8822,,210.0,6.88,0.0,
8823,0.0,,,0.0,No Current
8824,1.9,,,0.0,Strong Current
8825,,52.0,1.69,0.0,
8826,0.0,,,0.0,No Current
8827,1.1,,,0.03,Strong Current
8828,,232.0,7.6,0.03,
8829,0.0,,,0.03,No Current
8830,,134.0,4.41,0.03,
8831,1.5,,,0.03,Strong Current
8832,0.0,,,0.03,No Current
8833,0.7,,,0.03,Weak Current
8834,,201.0,6.58,0.03,
8835,0.0,,,0.03,No Current
8836,1.6,,,0.03,Strong Current
8837,,25.0,0.82,0.03,
8838,0.0,,,0.08,No Current
8839,1.0,,,0.08,Weak Current
8840,,233.0,7.66,0.08,
8841,0.0,,,0.08,No Current
8842,1.7,,,0.08,Strong Current
8843,,102.0,3.35,0.08,
8844,0.0,,,0.08,No Current
8845,0.8,,,0.08,Weak Current
8846,,188.0,6.16,0.08,
8847,0.0,,,0.08,No Current
8848,1.2,,,0.08,Strong Current
8849,,12.0,0.41,0.08,
8850,0.0,,,0.16,No Current
8851,0.8,,,0.16,Weak Current
8852,,234.0,7.69,0.16,
8853,0.0,,,0.16,No Current
8854,1.9,,,0.16,Strong Current
8855,,70.0,2.31,0.16,
8856,0.0,,,0.16,No Current
8857,0.8,,,0.16,Weak Current
8858,,174.0,5.71,0.16,
8859,0.0,,,0.16,No Current
8860,0.8,,,0.16,Weak Current
8861,,57.0,1.88,0.16,
8862,0.0,,,0.26,No Current
8863,0.6,,,0.26,Weak Current
8864,,234.0,7.67,0.26,
8865,0.0,,,0.26,No Current
8866,2.0,,,0.26,Strong Current
8867,,42.0,1.39,0.26,
8868,0.0,,,0.26,No Current
8869,0.8,,,0.26,Weak Current
8870,,164.0,5.38,0.26,
8871,0.0,,,0.26,No Current
8872,,104.0,3.41,0.36,
8873,0.6,,,0.36,Weak Current
8874,0.0,,,0.36,No Current
8875,0.4,,,0.36,Weak Current
8876,,230.0,7.55,0.36,
8877,0.0,,,0.36,No Current
8878,2.0,,,0.36,Strong Current
8879,,21.0,0.68,0.36,
8880,0.0,,,0.36,No Current
8881,0.9,,,0.36,Weak Current
8882,,162.0,5.33,0.36,
8883,0.0,,,0.36,No Current
8884,,148.0,4.84,0.47,
8885,0.6,,,0.47,Weak Current
8886,0.0,,,0.47,No Current
8887,0.1,,,0.47,Weak Current
8888,,223.0,7.33,0.47,
8889,0.0,,,0.47,No Current
8890,2.0,,,0.47,Strong Current
8891,,6.0,0.21,0.47,
8892,0.0,,,0.47,No Current
8893,1.1,,,0.47,Strong Current
8894,,177.0,5.8,0.47,
8895,0.0,,,0.47,No Current
8896,,183.0,6.0,0.58,
8897,0.8,,,0.58,Weak Current
8898,,214.0,7.03,0.58,
8899,0.0,,,0.58,No Current
8900,1.9,,,0.58,Strong Current
8901,,1.0,0.04,0.58,
8902,0.0,,,0.58,No Current
8903,1.2,,,0.58,Strong Current
8904,,198.0,6.48,0.68,
8905,0.0,,,0.68,No Current
8906,,204.0,6.69,0.68,
8907,1.1,,,0.68,Strong Current
8908,,203.0,6.67,0.68,
8909,0.0,,,0.68,No Current
8910,1.9,,,0.68,Strong Current
8911,,5.0,0.16,0.68,
8912,0.0,,,0.68,No Current
8913,1.3,,,0.68,Strong Current
8914,,213.0,6.99,0.77,
8915,0.0,,,0.77,No Current
8916,1.3,,,0.77,Strong Current
8917,,206.0,6.75,0.77,
8918,,193.0,6.33,0.77,
8919,0.0,,,0.77,No Current
8920,0.1,,,0.77,Weak Current
8921,0.0,,,0.77,No Current
8922,1.9,,,0.77,Strong Current
8923,,6.0,0.21,0.77,
8924,0.0,,,0.77,No Current
8925,1.4,,,0.77,Strong Current
8926,,221.0,7.26,0.84,
8927,0.0,,,0.84,No Current
8928,1.4,,,0.84,Strong Current
8929,,196.0,6.44,0.84,
8930,,186.0,6.09,0.84,
8931,0.0,,,0.84,No Current
8932,0.3,,,0.84,Weak Current
8933,0.0,,,0.84,No Current
8934,1.9,,,0.84,Strong Current
8935,,7.0,0.23,0.84,
8936,0.0,,,0.84,No Current
8937,1.4,,,0.84,Strong Current
8938,,223.0,7.33,0.91,
8939,0.0,,,0.91,No Current
8940,1.5,,,0.91,Strong Current
8941,,185.0,6.07,0.91,
8942,0.0,,,0.91,No Current
8943,,183.0,6.0,0.91,
8944,0.3,,,0.91,Weak Current
8945,0.0,,,0.91,No Current
8946,1.8,,,0.91,Strong Current
8947,,6.0,0.2,0.91,
8948,0.0,,,0.91,No Current
8949,1.4,,,0.96,Strong Current
8950,,222.0,7.27,0.96,
8951,0.0,,,0.96,No Current
8952,1.4,,,0.96,Strong Current
8953,,173.0,5.66,0.96,
8954,0.0,,,0.96,No Current
8955,,182.0,5.98,0.96,
8956,0.4,,,0.96,Weak Current
8957,0.0,,,0.96,No Current
8958,1.7,,,0.96,Strong Current
8959,,3.0,0.1,0.96,
8960,0.0,,,0.96,No Current
8961,1.3,,,0.99,Strong Current
8962,,218.0,7.15,0.99,
8963,0.0,,,0.99,No Current
8964,1.4,,,0.99,Strong Current
8965,,158.0,5.19,0.99,
8966,0.0,,,0.99,No Current
8967,,182.0,5.96,0.99,
8968,0.4,,,0.99,Weak Current
8969,0.0,,,0.99,No Current
8970,1.6,,,0.99,Strong Current
8971,,4.0,0.12,0.99,
8972,0.0,,,0.99,No Current
8973,1.2,,,1.0,Strong Current
8974,,214.0,7.03,1.0,
8975,0.0,,,1.0,No Current
8976,1.4,,,1.0,Strong Current
8977,,142.0,4.65,1.0,
8978,0.0,,,1.0,No Current
8979,,180.0,5.9,1.0,
8980,0.3,,,1.0,Weak Current
8981,0.0,,,1.0,No Current
8982,1.3,,,1.0,Strong Current
8983,,15.0,0.48,1.0,
8984,0.0,,,1.0,No Current
8985,1.0,,,0.99,Weak Current
8986,,212.0,6.95,0.99,
8987,0.0,,,0.99,No Current
8988,1.5,,,0.99,Strong Current
8989,,123.0,4.04,0.99,
8990,0.0,,,0.99,No Current
8991,,176.0,5.79,0.99,
8992,0.3,,,0.99,Weak Current
8993,0.0,,,0.99,No Current
8994,1.0,,,0.99,Weak Current
8995,,31.0,1.03,0.99,
8996,0.0,,,0.97,No Current
8997,0.8,,,0.97,Weak Current
8998,,211.0,6.93,0.97,
8999,0.0,,,0.97,No Current
9000,1.6,,,0.97,Strong Current
9001,,103.0,3.38,0.97,
9002,0.0,,,0.97,No Current
9003,,173.0,5.66,0.97,
9004,0.3,,,0.97,Weak Current
9005,0.0,,,0.97,No Current
9006,0.8,,,0.97,Weak Current
9007,,53.0,1.75,0.97,
9008,0.0,,,0.93,No Current
9009,0.6,,,0.93,Weak Current
9010,,211.0,6.93,0.93,
9011,0.0,,,0.93,No Current
9012,1.7,,,0.93,Strong Current
9013,,82.0,2.7,0.93,
9014,0.0,,,0.93,No Current
9015,0.3,,,0.93,Weak Current
9016,,169.0,5.53,0.93,
9017,0.0,,,0.93,No Current
9018,,80.0,2.62,0.93,
9019,0.5,,,0.93,Weak Current
9020,0.0,,,0.88,No Current
9021,0.4,,,0.88,Weak Current
9022,,211.0,6.91,0.88,
9023,0.0,,,0.88,No Current
9024,1.7,,,0.88,Strong Current
9025,,63.0,2.06,0.88,
9026,0.0,,,0.88,No Current
9027,0.5,,,0.88,Weak Current
9028,,165.0,5.41,0.88,
9029,0.0,,,0.88,No Current
9030,,109.0,3.59,0.88,
9031,0.4,,,0.81,Weak Current
9032,0.0,,,0.81,No Current
9033,0.2,,,0.81,Weak Current
9034,,208.0,6.83,0.81,
9035,0.0,,,0.81,No Current
9036,1.8,,,0.81,Strong Current
9037,,45.0,1.48,0.81,
9038,0.0,,,0.81,No Current
9039,0.7,,,0.81,Weak Current
9040,,162.0,5.33,0.81,
9041,0.0,,,0.81,No Current
9042,,139.0,4.57,0.81,
9043,0.4,,,0.73,Weak Current
9044,0.1,,,0.73,Weak Current
9045,,205.0,6.71,0.73,
9046,1.8,,,0.73,Strong Current
9047,,30.0,1.0,0.73,
9048,0.0,,,0.73,No Current
9049,0.9,,,0.73,Weak Current
9050,,163.0,5.34,0.73,
9051,0.0,,,0.73,No Current
9052,,167.0,5.48,0.63,
9053,0.6,,,0.63,Weak Current
9054,,201.0,6.59,0.63,
9055,0.4,,,0.63,Weak Current
9056,1.8,,,0.63,Strong Current
9057,,18.0,0.6,0.63,
9058,0.0,,,0.63,No Current
9059,1.0,,,0.63,Weak Current
9060,,172.0,5.65,0.63,
9061,0.0,,,0.53,No Current
9062,,191.0,6.27,0.53,
9063,0.8,,,0.53,Weak Current
9064,,198.0,6.5,0.53,
9065,0.5,,,0.53,Weak Current
9066,1.8,,,0.53,Strong Current
9067,,8.0,0.25,0.53,
9068,0.0,,,0.53,No Current
9069,1.1,,,0.53,Strong Current
9070,,189.0,6.21,0.43,
9071,0.0,,,0.43,No Current
9072,,209.0,6.85,0.43,
9073,0.9,,,0.43,Weak Current
9074,,197.0,6.45,0.43,
9075,0.4,,,0.43,Weak Current
9076,1.9,,,0.43,Strong Current
9077,,4.0,0.13,0.43,
9078,0.0,,,0.43,No Current
9079,1.2,,,0.43,Strong Current
9080,,201.0,6.6,0.32,
9081,0.0,,,0.32,No Current
9082,,213.0,6.99,0.32,
9083,1.0,,,0.32,Weak Current
9084,,194.0,6.37,0.32,
9085,0.2,,,0.32,Weak Current
9086,2.1,,,0.32,Strong Current
9087,,17.0,0.56,0.32,
9088,0.0,,,0.32,No Current
9089,1.2,,,0.32,Strong Current
9090,,209.0,6.85,0.22,
9091,0.0,,,0.22,No Current
9092,,205.0,6.73,0.22,
9093,1.0,,,0.22,Weak Current
9094,,192.0,6.3,0.22,
9095,0.0,,,0.22,No Current
9096,2.1,,,0.22,Strong Current
9097,,29.0,0.96,0.22,
9098,0.0,,,0.22,No Current
9099,1.2,,,0.22,Strong Current
9100,,213.0,6.99,0.13,
9101,0.0,,,0.13,No Current
9102,1.1,,,0.13,Strong Current
9103,,189.0,6.19,0.13,
9104,0.0,,,0.13,No Current
9105,,194.0,6.36,0.13,
9106,0.3,,,0.13,Weak Current
9107,0.0,,,0.13,No Current
9108,2.1,,,0.13,Strong Current
9109,,37.0,1.2,0.13,
9110,0.0,,,0.13,No Current
9111,1.2,,,0.13,Strong Current
9112,,215.0,7.07,0.06,
9113,0.0,,,0.06,No Current
9114,,164.0,5.39,0.06,
9115,1.2,,,0.06,Strong Current
9116,0.0,,,0.06,No Current
9117,0.5,,,0.06,Weak Current
9118,,198.0,6.48,0.06,
9119,0.0,,,0.06,No Current
9120,2.0,,,0.06,Strong Current
9121,,35.0,1.14,0.06,
9122,0.0,,,0.06,No Current
9123,1.1,,,0.02,Strong Current
9124,,218.0,7.15,0.02,
9125,0.0,,,0.02,No Current
9126,,133.0,4.35,0.02,
9127,1.4,,,0.02,Strong Current
9128,0.0,,,0.02,No Current
9129,0.7,,,0.02,Weak Current
9130,,201.0,6.58,0.02,
9131,0.0,,,0.02,No Current
9132,1.7,,,0.02,Strong Current
9133,,21.0,0.69,0.02,
9134,0.0,,,0.02,No Current
9135,1.1,,,0.0,Strong Current
9136,,221.0,7.25,0.0,
9137,0.0,,,0.0,No Current
9138,,97.0,3.18,0.0,
9139,1.7,,,0.0,Strong Current
9140,0.0,,,0.0,No Current
9141,0.8,,,0.0,Weak Current
9142,,201.0,6.59,0.0,
9143,0.0,,,0.0,No Current
9144,1.4,,,0.0,Strong Current
9145,,4.0,0.13,0.0,
9146,0.0,,,0.01,No Current
9147,1.0,,,0.01,Weak Current
9148,,224.0,7.34,0.01,
9149,0.0,,,0.01,No Current
9150,2.0,,,0.01,Strong Current
9151,,61.0,1.99,0.01,
9152,0.0,,,0.01,No Current
9153,0.9,,,0.01,Weak Current
9154,,199.0,6.52,0.01,
9155,0.0,,,0.01,No Current
9156,1.1,,,0.01,Strong Current
9157,,38.0,1.26,0.01,
9158,0.0,,,0.06,No Current
9159,0.9,,,0.06,Weak Current
9160,,226.0,7.41,0.06,
9161,0.0,,,0.06,No Current
9162,2.2,,,0.06,Strong Current
9163,,28.0,0.93,0.06,
9164,0.0,,,0.06,No Current
9165,1.0,,,0.06,Weak Current
9166,,195.0,6.4,0.06,
9167,0.0,,,0.06,No Current
9168,0.8,,,0.06,Weak Current
9169,,78.0,2.55,0.06,
9170,0.0,,,0.13,No Current
9171,0.7,,,0.13,Weak Current
9172,,226.0,7.41,0.13,
9173,0.0,,,0.13,No Current
9174,2.3,,,0.13,Strong Current
9175,,4.0,0.14,0.13,
9176,0.0,,,0.13,No Current
9177,1.1,,,0.13,Strong Current
9178,,191.0,6.28,0.13,
9179,0.0,,,0.13,No Current
9180,,117.0,3.85,0.13,
9181,0.7,,,0.21,Weak Current
9182,0.0,,,0.21,No Current
9183,0.5,,,0.21,Weak Current
9184,,222.0,7.29,0.21,
9185,0.0,,,0.21,No Current
9186,2.2,,,0.21,Strong Current
9187,,10.0,0.32,0.21,
9188,0.0,,,0.21,No Current
9189,1.2,,,0.21,Strong Current
9190,,189.0,6.2,0.21,
9191,0.0,,,0.21,No Current
9192,,153.0,5.02,0.31,
9193,0.7,,,0.31,Weak Current
9194,0.0,,,0.31,No Current
9195,0.2,,,0.31,Weak Current
9196,,215.0,7.04,0.31,
9197,0.0,,,0.31,No Current
9198,2.1,,,0.31,Strong Current
9199,,13.0,0.42,0.31,
9200,0.0,,,0.31,No Current
9201,1.3,,,0.31,Strong Current
9202,,191.0,6.26,0.31,
9203,0.0,,,0.31,No Current
9204,,180.0,5.92,0.41,
9205,0.8,,,0.41,Weak Current
9206,,204.0,6.68,0.41,
9207,0.0,,,0.41,No Current
9208,1.9,,,0.41,Strong Current
9209,,7.0,0.24,0.41,
9210,0.0,,,0.41,No Current
9211,1.3,,,0.41,Strong Current
9212,,198.0,6.5,0.41,
9213,0.0,,,0.52,No Current
9214,,196.0,6.42,0.52,
9215,1.0,,,0.52,Weak Current
9216,,190.0,6.25,0.52,
9217,0.1,,,0.52,Weak Current
9218,1.8,,,0.52,Strong Current
9219,,2.0,0.08,0.52,
9220,0.0,,,0.52,No Current
9221,1.2,,,0.52,Strong Current
9222,,206.0,6.77,0.62,
9223,0.0,,,0.62,No Current
9224,1.2,,,0.62,Strong Current
9225,,192.0,6.3,0.62,
9226,,177.0,5.8,0.62,
9227,0.0,,,0.62,No Current
9228,1.7,,,0.62,Strong Current
9229,,11.0,0.37,0.62,
9230,0.0,,,0.62,No Current
9231,1.2,,,0.62,Strong Current
9232,,212.0,6.94,0.71,
9233,0.0,,,0.71,No Current
9234,1.3,,,0.71,Strong Current
9235,,178.0,5.83,0.71,
9236,,166.0,5.43,0.71,
9237,0.0,,,0.71,No Current
9238,0.0,,,0.71,No Current
9239,1.7,,,0.71,Strong Current
9240,,17.0,0.57,0.71,
9241,0.0,,,0.71,No Current
9242,1.2,,,0.71,Strong Current
9243,,213.0,6.98,0.79,
9244,0.0,,,0.79,No Current
9245,1.3,,,0.79,Strong Current
9246,,162.0,5.33,0.79,
9247,0.0,,,0.79,No Current
9248,,161.0,5.29,0.79,
9249,0.2,,,0.79,Weak Current
9250,0.0,,,0.79,No Current
9251,1.7,,,0.79,Strong Current
9252,,22.0,0.71,0.79,
9253,0.0,,,0.79,No Current
9254,1.2,,,0.87,Strong Current
9255,,211.0,6.92,0.87,
9256,0.0,,,0.87,No Current
9257,1.4,,,0.87,Strong Current
9258,,147.0,4.81,0.87,
9259,0.0,,,0.87,No Current
9260,,162.0,5.33,0.87,
9261,0.3,,,0.87,Weak Current
9262,0.0,,,0.87,No Current
9263,1.6,,,0.87,Strong Current
9264,,27.0,0.88,0.87,
9265,0.0,,,0.87,No Current
9266,1.2,,,0.92,Strong Current
9267,,207.0,6.8,0.92,
9268,0.0,,,0.92,No Current
9269,1.4,,,0.92,Strong Current
9270,,130.0,4.25,0.92,
9271,0.0,,,0.92,No Current
9272,0.3,,,0.92,Weak Current
9273,,166.0,5.45,0.92,
9274,0.0,,,0.92,No Current
9275,1.4,,,0.92,Strong Current
9276,,35.0,1.16,0.92,
9277,0.0,,,0.92,No Current
9278,1.1,,,0.97,Strong Current
9279,,204.0,6.69,0.97,
9280,0.0,,,0.97,No Current
9281,1.5,,,0.97,Strong Current
9282,,110.0,3.62,0.97,
9283,0.0,,,0.97,No Current
9284,0.4,,,0.97,Weak Current
9285,,170.0,5.57,0.97,
9286,0.0,,,0.97,No Current
9287,1.2,,,0.97,Strong Current
9288,,48.0,1.56,0.97,
9289,0.0,,,0.97,No Current
9290,1.0,,,0.99,Weak Current
9291,,201.0,6.61,0.99,
9292,0.0,,,0.99,No Current
9293,1.6,,,0.99,Strong Current
9294,,89.0,2.91,0.99,
9295,0.0,,,0.99,No Current
9296,0.4,,,0.99,Weak Current
9297,,173.0,5.69,0.99,
9298,0.0,,,0.99,No Current
9299,1.0,,,0.99,Weak Current
9300,,64.0,2.1,0.99,
9301,0.0,,,1.0,No Current
9302,0.8,,,1.0,Weak Current
9303,,201.0,6.6,1.0,
9304,0.0,,,1.0,No Current
9305,1.8,,,1.0,Strong Current
9306,,66.0,2.17,1.0,
9307,0.0,,,1.0,No Current
9308,0.5,,,1.0,Weak Current
9309,,177.0,5.81,1.0,
9310,0.0,,,1.0,No Current
9311,,84.0,2.77,1.0,
9312,0.8,,,1.0,Weak Current
9313,0.0,,,0.99,No Current
9314,0.7,,,0.99,Weak Current
9315,,201.0,6.61,0.99,
9316,0.0,,,0.99,No Current
9317,1.9,,,0.99,Strong Current
9318,,45.0,1.46,0.99,
9319,0.0,,,0.99,No Current
9320,0.6,,,0.99,Weak Current
9321,,181.0,5.93,0.99,
9322,0.0,,,0.99,No Current
9323,,107.0,3.52,0.99,
9324,0.6,,,0.99,Weak Current
9325,0.0,,,0.96,No Current
9326,0.5,,,0.96,Weak Current
9327,,201.0,6.6,0.96,
9328,0.0,,,0.96,No Current
9329,2.0,,,0.96,Strong Current
9330,,25.0,0.81,0.96,
9331,0.0,,,0.96,No Current
9332,0.8,,,0.96,Weak Current
9333,,184.0,6.04,0.96,
9334,0.0,,,0.96,No Current
9335,,131.0,4.29,0.96,
9336,0.6,,,0.96,Weak Current
9337,0.0,,,0.92,No Current
9338,0.2,,,0.92,Weak Current
9339,,199.0,6.54,0.92,
9340,0.0,,,0.92,No Current
9341,2.0,,,0.92,Strong Current
9342,,9.0,0.29,0.92,
9343,0.0,,,0.92,No Current
9344,1.0,,,0.92,Weak Current
9345,,187.0,6.13,0.92,
9346,0.0,,,0.92,No Current
9347,,154.0,5.05,0.92,
9348,0.6,,,0.86,Weak Current
9349,0.0,,,0.86,No Current
9350,,196.0,6.43,0.86,
9351,2.0,,,0.86,Strong Current
9352,,2.0,0.07,0.86,
9353,0.0,,,0.86,No Current
9354,1.2,,,0.86,Strong Current
9355,,188.0,6.16,0.86,
9356,0.0,,,0.86,No Current
9357,,175.0,5.73,0.78,
9358,0.6,,,0.78,Weak Current
9359,,192.0,6.31,0.78,
9360,0.2,,,0.78,Weak Current
9361,2.0,,,0.78,Strong Current
9362,,9.0,0.28,0.78,
9363,0.0,,,0.78,No Current
9364,1.3,,,0.78,Strong Current
9365,,188.0,6.18,0.78,
9366,0.0,,,0.78,No Current
9367,,192.0,6.29,0.69,
9368,0.7,,,0.69,Weak Current
9369,,189.0,6.21,0.69,
9370,0.3,,,0.69,Weak Current
9371,1.9,,,0.69,Strong Current
9372,,11.0,0.35,0.69,
9373,0.0,,,0.69,No Current
9374,1.2,,,0.69,Strong Current
9375,,191.0,6.28,0.69,
9376,0.0,,,0.59,No Current
9377,,203.0,6.66,0.59,
9378,0.7,,,0.59,Weak Current
9379,,187.0,6.15,0.59,
9380,0.3,,,0.59,Weak Current
9381,1.9,,,0.59,Strong Current
9382,,11.0,0.35,0.59,
9383,0.0,,,0.59,No Current
9384,1.1,,,0.59,Strong Current
9385,,198.0,6.48,0.48,
9386,0.0,,,0.48,No Current
9387,0.8,,,0.48,Weak Current
9388,0.3,,,0.48,Weak Current
9389,1.9,,,0.48,Strong Current
9390,,10.0,0.34,0.48,
9391,0.0,,,0.48,No Current
9392,1.0,,,0.48,Weak Current
9393,,202.0,6.64,0.37,
9394,0.0,,,0.37,No Current
9395,0.9,,,0.37,Weak Current
9396,0.0,,,0.37,No Current
9397,2.0,,,0.37,Strong Current
9398,,11.0,0.35,0.37,
9399,0.0,,,0.37,No Current
9400,1.0,,,0.37,Weak Current
9401,,205.0,6.74,0.26,
9402,0.0,,,0.26,No Current
9403,1.0,,,0.26,Weak Current
9404,,170.0,5.59,0.26,
9405,0.0,,,0.26,No Current
9406,,167.0,5.49,0.26,
9407,0.2,,,0.26,Weak Current
9408,0.0,,,0.26,No Current
9409,1.9,,,0.26,Strong Current
9410,,8.0,0.26,0.26,
9411,0.0,,,0.26,No Current
9412,1.0,,,0.17,Weak Current
9413,,208.0,6.82,0.17,
9414,0.0,,,0.17,No Current
9415,1.2,,,0.17,Strong Current
9416,,141.0,4.61,0.17,
9417,0.0,,,0.17,No Current
9418,0.4,,,0.17,Weak Current
9419,,170.0,5.58,0.17,
9420,0.0,,,0.17,No Current
9421,1.8,,,0.17,Strong Current
9422,,1.0,0.03,0.17,
9423,0.0,,,0.17,No Current
9424,1.0,,,0.09,Weak Current
9425,,210.0,6.9,0.09,
9426,0.0,,,0.09,No Current
9427,1.6,,,0.09,Strong Current
9428,,103.0,3.39,0.09,
9429,0.0,,,0.09,No Current
9430,0.7,,,0.09,Weak Current
9431,,178.0,5.84,0.09,
9432,0.0,,,0.09,No Current
9433,1.5,,,0.09,Strong Current
9434,,19.0,0.61,0.09,
9435,0.0,,,0.09,No Current
9436,1.0,,,0.03,Weak Current
9437,,214.0,7.01,0.03,
9438,0.0,,,0.03,No Current
9439,1.9,,,0.03,Strong Current
9440,,62.0,2.03,0.03,
9441,0.0,,,0.03,No Current
9442,0.8,,,0.03,Weak Current
9443,,188.0,6.16,0.03,
9444,0.0,,,0.03,No Current
9445,1.2,,,0.03,Strong Current
9446,,45.0,1.46,0.03,
9447,0.0,,,0.03,No Current
9448,1.0,,,0.0,Weak Current
9449,,217.0,7.12,0.0,
9450,0.0,,,0.0,No Current
9451,2.2,,,0.0,Strong Current
9452,,22.0,0.71,0.0,
9453,0.0,,,0.0,No Current
9454,1.0,,,0.0,Weak Current
9455,,197.0,6.47,0.0,
9456,0.0,,,0.0,No Current
9457,1.0,,,0.0,Weak Current
9458,,76.0,2.5,0.0,
9459,0.0,,,0.0,No Current
9460,0.9,,,0.0,Weak Current
9461,,220.0,7.21,0.0,
9462,0.0,,,0.0,No Current
9463,2.4,,,0.0,Strong Current
9464,,12.0,0.41,0.0,
9465,0.0,,,0.0,No Current
9466,1.2,,,0.0,Strong Current
9467,,205.0,6.73,0.0,
9468,0.0,,,0.0,No Current
9469,0.9,,,0.0,Weak Current
9470,,110.0,3.6,0.0,
9471,0.0,,,0.04,No Current
9472,0.8,,,0.04,Weak Current
9473,,220.0,7.21,0.04,
9474,0.0,,,0.04,No Current
9475,2.4,,,0.04,Strong Current
9476,,36.0,1.18,0.04,
9477,0.0,,,0.04,No Current
9478,1.3,,,0.04,Strong Current
9479,,211.0,6.91,0.04,
9480,0.0,,,0.04,No Current
9481,,141.0,4.63,0.04,
9482,0.8,,,0.04,Weak Current
9483,0.0,,,0.09,No Current
9484,0.6,,,0.09,Weak Current
9485,,216.0,7.09,0.09,
9486,0.0,,,0.09,No Current
9487,2.4,,,0.09,Strong Current
9488,,47.0,1.54,0.09,
9489,0.0,,,0.09,No Current
9490,1.4,,,0.09,Strong Current
9491,,213.0,6.99,0.09,
9492,0.0,,,0.09,No Current
9493,,166.0,5.46,0.09,
9494,0.9,,,0.17,Weak Current
9495,0.0,,,0.17,No Current
9496,,208.0,6.84,0.17,
9497,0.4,,,0.17,Weak Current
9498,0.0,,,0.17,No Current
9499,2.2,,,0.17,Strong Current
9500,,45.0,1.48,0.17,
9501,0.0,,,0.17,No Current
9502,1.5,,,0.17,Strong Current
9503,,213.0,6.98,0.17,
9504,0.0,,,0.17,No Current
9505,,184.0,6.04,0.26,
9506,0.9,,,0.26,Weak Current
9507,0.0,,,0.26,No Current
9508,,197.0,6.46,0.26,
9509,0.1,,,0.26,Weak Current
9510,0.0,,,0.26,No Current
9511,2.0,,,0.26,Strong Current
9512,,33.0,1.08,0.26,
9513,0.0,,,0.26,No Current
9514,1.4,,,0.26,Strong Current
9515,,211.0,6.93,0.26,
9516,0.0,,,0.26,No Current
9517,,191.0,6.28,0.35,
9518,1.0,,,0.35,Weak Current
9519,,183.0,6.0,0.35,
9520,0.0,,,0.35,No Current
9521,1.8,,,0.35,Strong Current
9522,,14.0,0.47,0.35,
9523,0.0,,,0.35,No Current
9524,1.2,,,0.35,Strong Current
9525,,210.0,6.89,0.35,
9526,0.0,,,0.35,No Current
9527,1.0,,,0.45,Weak Current
9528,,183.0,6.02,0.45,
9529,,167.0,5.49,0.45,
9530,0.1,,,0.45,Weak Current
9531,1.6,,,0.45,Strong Current
9532,,5.0,0.18,0.45,
9533,0.0,,,0.45,No Current
9534,1.1,,,0.45,Strong Current
9535,,209.0,6.86,0.45,
9536,0.0,,,0.55,No Current
9537,1.1,,,0.55,Strong Current
9538,,166.0,5.45,0.55,
9539,,152.0,4.98,0.55,
9540,0.1,,,0.55,Weak Current
9541,1.5,,,0.55,Strong Current
9542,,23.0,0.76,0.55,
9543,0.0,,,0.55,No Current
9544,0.9,,,0.55,Weak Current
9545,,207.0,6.8,0.65,
9546,0.0,,,0.65,No Current
9547,1.2,,,0.65,Strong Current
9548,,147.0,4.82,0.65,
9549,,141.0,4.61,0.65,
9550,0.0,,,0.65,No Current
9551,1.5,,,0.65,Strong Current
9552,,37.0,1.23,0.65,
9553,0.0,,,0.65,No Current
9554,0.9,,,0.65,Weak Current
9555,,205.0,6.71,0.74,
9556,0.0,,,0.74,No Current
9557,1.3,,,0.74,Strong Current
9558,,127.0,4.17,0.74,
9559,0.0,,,0.74,No Current
9560,,138.0,4.53,0.74,
9561,0.1,,,0.74,Weak Current
9562,0.0,,,0.74,No Current
9563,1.4,,,0.74,Strong Current
9564,,50.0,1.65,0.74,
9565,0.0,,,0.74,No Current
9566,1.0,,,0.82,Weak Current
9567,,201.0,6.6,0.82,
9568,0.0,,,0.82,No Current
